Award Year,Category,Category Full Name,Date Awarded,Laureate Name,Known Name,Gender,Birth Date,Birth Place,Birth Country,Birth Continent,Identification,Motivation,Prize Amount,Prize Amount Adjusted
2007,Literature,The Nobel Prize in Literature,2007-10-11,Doris Lessing,Doris Lessing,female,1919-10-22,Kermanshah,Persia,Asia,817,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",10000000,12802893
2007,Peace,The Nobel Peace Prize,2007-10-12,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,818,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",10000000,12802893
2007,Peace,The Nobel Peace Prize,2007-10-12,Albert Arnold (Al) Gore Jr.,Al Gore,male,1948-03-31,"Washington, D.C.",USA,North America,819,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",10000000,12802893
2007,Physics,The Nobel Prize in Physics,2007-10-09,Albert Fert,Albert Fert,male,1938-03-07,Carcassonne,France,Europe,814,for the discovery of Giant Magnetoresistance,10000000,12802893
2007,Physics,The Nobel Prize in Physics,2007-10-09,Peter Grünberg,Peter Grünberg,male,1939-05-18,Plzen,Czechoslovakia,Europe,815,for the discovery of Giant Magnetoresistance,10000000,12802893
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2007-10-08,Mario R. Capecchi,Mario R. Capecchi,male,1937-10-06,Verona,Italy,Europe,811,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,10000000,12802893
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2007-10-08,Sir Martin J. Evans,Sir Martin J. Evans,male,1941-01-01,Stroud,United Kingdom,Europe,812,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,10000000,12802893
2007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2007-10-08,Oliver Smithies,Oliver Smithies,male,1925-06-23,Halifax,United Kingdom,Europe,813,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,10000000,12802893
2008,Chemistry,The Nobel Prize in Chemistry,2008-10-08,Osamu Shimomura,Osamu Shimomura,male,1928-08-27,Kyoto,Japan,Asia,829,"for the discovery and development of the green fluorescent protein, GFP",10000000,12377622
2008,Chemistry,The Nobel Prize in Chemistry,2008-10-08,Martin Chalfie,Martin Chalfie,male,1947-01-15,"Chicago, IL",USA,North America,830,"for the discovery and development of the green fluorescent protein, GFP",10000000,12377622
2008,Chemistry,The Nobel Prize in Chemistry,2008-10-08,Roger Y. Tsien,Roger Y. Tsien,male,1952-02-01,"New York, NY",USA,North America,831,"for the discovery and development of the green fluorescent protein, GFP",10000000,12377622
2008,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2008-10-13,Paul Krugman,Paul Krugman,male,1953-02-28,"New York, NY",USA,North America,834,for his analysis of trade patterns and location of economic activity,10000000,12377622
2008,Literature,The Nobel Prize in Literature,2008-10-09,Jean-Marie Gustave Le Clézio,Jean-Marie Gustave Le Clézio,male,1940-04-13,Nice,France,Europe,832,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",10000000,12377622
2008,Peace,The Nobel Peace Prize,2008-10-10,Martti Ahtisaari,Martti Ahtisaari,male,1937-06-23,Viipuri,Finland,Europe,833,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",10000000,12377622
2008,Physics,The Nobel Prize in Physics,2008-10-07,Yoichiro Nambu,Yoichiro Nambu,male,1921-01-18,Tokyo,Japan,Asia,826,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,10000000,12377622
2008,Physics,The Nobel Prize in Physics,2008-10-07,Makoto Kobayashi,Makoto Kobayashi,male,1944-04-07,Nagoya,Japan,Asia,827,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,10000000,12377622
2008,Physics,The Nobel Prize in Physics,2008-10-07,Toshihide Maskawa,Toshihide Maskawa,male,1940-02-07,Nagoya,Japan,Asia,828,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,10000000,12377622
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2008-10-06,Harald zur Hausen,Harald zur Hausen,male,1936-03-11,Gelsenkirchen,Germany,Europe,823,for his discovery of human papilloma viruses causing cervical cancer,10000000,12377622
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2008-10-06,Françoise Barré-Sinoussi,Françoise Barré-Sinoussi,female,1947-07-30,Paris,France,Europe,824,for their discovery of human immunodeficiency virus,10000000,12377622
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2008-10-06,Luc Montagnier,Luc Montagnier,male,1932-08-18,Chabris,France,Europe,825,for their discovery of human immunodeficiency virus,10000000,12377622
2009,Chemistry,The Nobel Prize in Chemistry,2009-10-07,Venkatraman Ramakrishnan,Venkatraman Ramakrishnan,male,1952-00-00,"Chidambaram, Tamil Nadu",India,Asia,841,for studies of the structure and function of the ribosome,10000000,12413793
2009,Chemistry,The Nobel Prize in Chemistry,2009-10-07,Thomas A. Steitz,Thomas A. Steitz,male,1940-08-23,"Milwaukee, WI",USA,North America,842,for studies of the structure and function of the ribosome,10000000,12413793
2009,Chemistry,The Nobel Prize in Chemistry,2009-10-07,Ada E. Yonath,Ada E. Yonath,female,1939-06-22,Jerusalem,British Mandate of Palestine,Asia,843,for studies of the structure and function of the ribosome,10000000,12413793
2009,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2009-10-12,Elinor Ostrom,Elinor Ostrom,female,1933-08-07,"Los Angeles, CA",USA,North America,846,"for her analysis of economic governance, especially the commons",10000000,12413793
2009,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2009-10-12,Oliver E. Williamson,Oliver E. Williamson,male,1932-09-27,"Superior, WI",USA,North America,847,"for his analysis of economic governance, especially the boundaries of the firm",10000000,12413793
2009,Literature,The Nobel Prize in Literature,2009-10-08,Herta Müller,Herta Müller,female,1953-08-17,"Nitzkydorf, Banat",Romania,Europe,844,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",10000000,12413793
2009,Peace,The Nobel Peace Prize,2009-10-09,Barack Hussein Obama,Barack H. Obama,male,1961-08-04,"Honolulu, HI",USA,North America,845,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples,10000000,12413793
2009,Physics,The Nobel Prize in Physics,2009-10-06,Charles Kuen Kao,Charles K. Kao,male,1933-11-04,Shanghai,China,Asia,838,for groundbreaking achievements concerning the transmission of light in fibers for optical communication,10000000,12413793
2009,Physics,The Nobel Prize in Physics,2009-10-06,Willard S. Boyle,Willard S. Boyle,male,1924-08-19,"Amherst, NS",Canada,North America,839,for the invention of an imaging semiconductor circuit - the CCD sensor,10000000,12413793
2009,Physics,The Nobel Prize in Physics,2009-10-06,George E. Smith,George E. Smith,male,1930-05-10,"White Plains, NY",USA,North America,840,for the invention of an imaging semiconductor circuit - the CCD sensor,10000000,12413793
2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2009-10-05,Elizabeth H. Blackburn,Elizabeth H. Blackburn,female,1948-11-26,"Hobart, Tasmania",Australia,Oceania,835,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,10000000,12413793
2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2009-10-05,Carol W. Greider,Carol W. Greider,female,1961-04-15,"San Diego, CA",USA,North America,836,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,10000000,12413793
2009,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2009-10-05,Jack W. Szostak,Jack W. Szostak,male,1952-11-09,London,United Kingdom,Europe,837,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,10000000,12413793
2010,Chemistry,The Nobel Prize in Chemistry,2010-10-06,Richard F. Heck,Richard F. Heck,male,1931-08-15,"Springfield, MA",USA,North America,851,for palladium-catalyzed cross couplings in organic synthesis,10000000,12256203
2010,Chemistry,The Nobel Prize in Chemistry,2010-10-06,Ei-ichi Negishi,Ei-ichi Negishi,male,1935-07-14,Changchun,China,Asia,852,for palladium-catalyzed cross couplings in organic synthesis,10000000,12256203
2010,Chemistry,The Nobel Prize in Chemistry,2010-10-06,Akira Suzuki,Akira Suzuki,male,1930-09-12,Mukawa,Japan,Asia,853,for palladium-catalyzed cross couplings in organic synthesis,10000000,12256203
2010,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2010-10-11,Peter A. Diamond,Peter A. Diamond,male,1940-04-29,"New York, NY",USA,North America,856,for their analysis of markets with search frictions,10000000,12256203
2010,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2010-10-11,Dale T. Mortensen,Dale T. Mortensen,male,1939-02-02,"Enterprise, OR",USA,North America,857,for their analysis of markets with search frictions,10000000,12256203
2010,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2010-10-11,Christopher A. Pissarides,Christopher A. Pissarides,male,1948-02-20,Nicosia,Cyprus,Europe,858,for their analysis of markets with search frictions,10000000,12256203
2010,Literature,The Nobel Prize in Literature,2010-10-07,Mario Vargas Llosa,Mario Vargas Llosa,male,1936-03-28,Arequipa,Peru,South America,854,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",10000000,12256203
2010,Peace,The Nobel Peace Prize,2010-10-08,Liu Xiaobo,Liu Xiaobo,male,1955-12-28,Changchun,China,Asia,855,for his long and non-violent struggle for fundamental human rights in China,10000000,12256203
2010,Physics,The Nobel Prize in Physics,2010-10-05,Andre Geim,Andre Geim,male,1958-10-21,Sochi,Russia,Europe,849,for groundbreaking experiments regarding the two-dimensional material graphene,10000000,12256203
2010,Physics,The Nobel Prize in Physics,2010-10-05,Konstantin Novoselov,Konstantin Novoselov,male,1974-08-23,Nizhny Tagil,Russia,Europe,850,for groundbreaking experiments regarding the two-dimensional material graphene,10000000,12256203
2010,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2010-10-04,Robert G. Edwards,Robert G. Edwards,male,1925-09-27,Batley,United Kingdom,Europe,848,for the development of in vitro fertilization,10000000,12256203
2011,Chemistry,The Nobel Prize in Chemistry,2011-10-05,Dan Shechtman,Dan Shechtman,male,1941-01-24,Tel Aviv,British Mandate of Palestine,Asia,867,for the discovery of quasicrystals,10000000,11946007
2011,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2011-10-10,Thomas J. Sargent,Thomas J. Sargent,male,1943-07-19,"Pasadena, CA",USA,North America,872,for their empirical research on cause and effect in the macroeconomy,10000000,11946007
2011,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2011-10-10,Christopher A. Sims,Christopher A. Sims,male,1942-10-21,"Washington, D.C.",USA,North America,873,for their empirical research on cause and effect in the macroeconomy,10000000,11946007
2011,Literature,The Nobel Prize in Literature,2011-10-06,Tomas Tranströmer,Tomas Tranströmer,male,1931-04-15,Stockholm,Sweden,Europe,868,"because, through his condensed, translucent images, he gives us fresh access to reality",10000000,11946007
2011,Peace,The Nobel Peace Prize,2011-10-07,Ellen Johnson Sirleaf,Ellen Johnson Sirleaf,female,1938-10-29,Monrovia,Liberia,Africa,869,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,10000000,11946007
2011,Peace,The Nobel Peace Prize,2011-10-07,Leymah Gbowee,Leymah Gbowee,female,1972-02-01,Monrovia,Liberia,Africa,870,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,10000000,11946007
2011,Peace,The Nobel Peace Prize,2011-10-07,Tawakkol Karman,Tawakkol Karman,female,1979-02-07,Ta'izz,Yemen,Asia,871,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,10000000,11946007
2011,Physics,The Nobel Prize in Physics,2011-10-04,Saul Perlmutter,Saul Perlmutter,male,1959-00-00,"Champaign-Urbana, IL",USA,North America,864,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,10000000,11946007
2011,Physics,The Nobel Prize in Physics,2011-10-04,Brian P. Schmidt,Brian P. Schmidt,male,1967-02-24,"Missoula, MT",USA,North America,865,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,10000000,11946007
2011,Physics,The Nobel Prize in Physics,2011-10-04,Adam G. Riess,Adam G. Riess,male,1969-12-16,"Washington, D.C.",USA,North America,866,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,10000000,11946007
2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2011-10-03,Bruce A. Beutler,Bruce A. Beutler,male,1957-12-29,"Chicago, IL",USA,North America,861,for their discoveries concerning the activation of innate immunity,10000000,11946007
2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2011-10-03,Jules A. Hoffmann,Jules A. Hoffmann,male,1941-08-02,Echternach,Luxembourg,Europe,862,for their discoveries concerning the activation of innate immunity,10000000,11946007
2011,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2011-10-03,Ralph M. Steinman,Ralph M. Steinman,male,1943-01-14,Montreal,Canada,North America,863,for his discovery of the dendritic cell and its role in adaptive immunity,10000000,11946007
2012,Chemistry,The Nobel Prize in Chemistry,2012-10-10,Robert J. Lefkowitz,Robert J. Lefkowitz,male,1943-04-15,"New York, NY",USA,North America,878,for studies of G-protein-coupled receptors,8000000,9471572
2012,Chemistry,The Nobel Prize in Chemistry,2012-10-10,Brian K. Kobilka,Brian Kobilka,male,1955-05-30,"Little Falls, MN",USA,North America,879,for studies of G-protein-coupled receptors,8000000,9471572
2012,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2012-10-15,Alvin E. Roth,Alvin E. Roth,male,1951-12-18,"New York, NY",USA,North America,882,for the theory of stable allocations and the practice of market design,8000000,9471572
2012,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2012-10-15,Lloyd S. Shapley,Lloyd S. Shapley,male,1923-06-02,"Cambridge, MA",USA,North America,883,for the theory of stable allocations and the practice of market design,8000000,9471572
2012,Literature,The Nobel Prize in Literature,2012-10-11,Mo Yan,Mo Yan,male,1956-03-25,Gaomi,China,Asia,880,"who with hallucinatory realism merges folk tales, history and the contemporary",8000000,9471572
2012,Peace,The Nobel Peace Prize,2012-10-12,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,881,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",8000000,9471572
2012,Physics,The Nobel Prize in Physics,2012-10-09,Serge Haroche,Serge Haroche,male,1944-09-11,Casablanca,Morocco,Africa,876,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,8000000,9471572
2012,Physics,The Nobel Prize in Physics,2012-10-09,David J. Wineland,David J. Wineland,male,1944-02-24,"Milwaukee, WI",USA,North America,877,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,8000000,9471572
2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2012-10-08,Sir John B. Gurdon,Sir John B. Gurdon,male,1933-10-02,Dippenhall,United Kingdom,Europe,874,for the discovery that mature cells can be reprogrammed to become pluripotent,8000000,9471572
2012,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2012-10-08,Shinya Yamanaka,Shinya Yamanaka,male,1962-09-04,Osaka,Japan,Asia,875,for the discovery that mature cells can be reprogrammed to become pluripotent,8000000,9471572
2013,Chemistry,The Nobel Prize in Chemistry,2013-10-09,Martin Karplus,Martin Karplus,male,1930-03-15,Vienna,Austria,Europe,889,for the development of multiscale models for complex chemical systems,8000000,9476854
2013,Chemistry,The Nobel Prize in Chemistry,2013-10-09,Michael Levitt,Michael Levitt,male,1947-05-09,Pretoria,South Africa,Africa,890,for the development of multiscale models for complex chemical systems,8000000,9476854
2013,Chemistry,The Nobel Prize in Chemistry,2013-10-09,Arieh Warshel,Arieh Warshel,male,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine,Asia,891,for the development of multiscale models for complex chemical systems,8000000,9476854
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2013-10-14,Eugene F. Fama,Eugene F. Fama,male,1939-02-14,"Boston, MA",USA,North America,894,for their empirical analysis of asset prices,8000000,9476854
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2013-10-14,Lars Peter Hansen,Lars Peter Hansen,male,1952-10-26,"Urbana, IL",USA,North America,895,for their empirical analysis of asset prices,8000000,9476854
2013,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2013-10-14,Robert J. Shiller,Robert J. Shiller,male,1946-03-29,"Detroit, MI",USA,North America,896,for their empirical analysis of asset prices,8000000,9476854
2013,Literature,The Nobel Prize in Literature,2013-10-10,Alice Munro,Alice Munro,female,1931-07-10,Wingham,Canada,North America,892,master of the contemporary short story,8000000,9476854
2013,Peace,The Nobel Peace Prize,2013-10-11,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,893,for its extensive efforts to eliminate chemical weapons,8000000,9476854
2013,Physics,The Nobel Prize in Physics,2013-10-08,François Englert,François Englert,male,1932-11-06,Etterbeek,Belgium,Europe,887,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",8000000,9476854
2013,Physics,The Nobel Prize in Physics,2013-10-08,Peter W. Higgs,Peter Higgs,male,1929-05-29,Newcastle upon Tyne,United Kingdom,Europe,888,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",8000000,9476854
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2013-10-07,James E. Rothman,James E. Rothman,male,1950-11-03,"Haverhill, MA",USA,North America,884,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",8000000,9476854
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2013-10-07,Randy W. Schekman,Randy W. Schekman,male,1948-12-30,"St. Paul, MN",USA,North America,885,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",8000000,9476854
2013,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2013-10-07,Thomas C. Südhof,Thomas C. Südhof,male,1955-12-22,Göttingen,Germany,Europe,886,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",8000000,9476854
2014,Chemistry,The Nobel Prize in Chemistry,2014-10-08,Eric Betzig,Eric Betzig,male,1960-01-13,"Ann Arbor, MI",USA,North America,909,for the development of super-resolved fluorescence microscopy,8000000,9492737
2014,Chemistry,The Nobel Prize in Chemistry,2014-10-08,Stefan W. Hell,Stefan W. Hell,male,1962-12-23,Arad,Romania,Europe,910,for the development of super-resolved fluorescence microscopy,8000000,9492737
2014,Chemistry,The Nobel Prize in Chemistry,2014-10-08,William E. Moerner,William E. Moerner,male,1953-06-24,"Pleasanton, CA",USA,North America,911,for the development of super-resolved fluorescence microscopy,8000000,9492737
2014,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2014-10-13,Jean Tirole,Jean Tirole,male,1953-08-09,Troyes,France,Europe,915,for his analysis of market power and regulation,8000000,9492737
2014,Literature,The Nobel Prize in Literature,2014-10-09,Patrick Modiano,Patrick Modiano,male,1945-07-30,Paris,France,Europe,912,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation",8000000,9492737
2014,Peace,The Nobel Peace Prize,2014-10-10,Kailash Satyarthi,Kailash Satyarthi,male,1954-01-11,Vidisha,India,Asia,913,for their struggle against the suppression of children and young people and for the right of all children to education,8000000,9492737
2014,Peace,The Nobel Peace Prize,2014-10-10,Malala Yousafzai,Malala Yousafzai,female,1997-07-12,Mingora,Pakistan,Asia,914,for their struggle against the suppression of children and young people and for the right of all children to education,8000000,9492737
2014,Physics,The Nobel Prize in Physics,2014-10-07,Isamu Akasaki,Isamu Akasaki,male,1929-01-30,Chiran,Japan,Asia,906,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,8000000,9492737
2014,Physics,The Nobel Prize in Physics,2014-10-07,Hiroshi Amano,Hiroshi Amano,male,1960-09-11,Hamamatsu,Japan,Asia,907,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,8000000,9492737
2014,Physics,The Nobel Prize in Physics,2014-10-07,Shuji Nakamura,Shuji Nakamura,male,1954-05-22,Ikata,Japan,Asia,908,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,8000000,9492737
2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2014-10-06,John O'Keefe,John O'Keefe,male,1939-11-18,"New York, NY",USA,North America,903,for their discoveries of cells that constitute a positioning system in the brain,8000000,9492737
2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2014-10-06,May-Britt Moser,May-Britt Moser,female,1963-01-04,Fosnavåg,Norway,Europe,904,for their discoveries of cells that constitute a positioning system in the brain,8000000,9492737
2014,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2014-10-06,Edvard I. Moser,Edvard I. Moser,male,1962-04-27,Ålesund,Norway,Europe,905,for their discoveries of cells that constitute a positioning system in the brain,8000000,9492737
2015,Chemistry,The Nobel Prize in Chemistry,2015-10-07,Tomas Lindahl,Tomas Lindahl,male,1938-01-28,Stockholm,Sweden,Europe,921,for mechanistic studies of DNA repair,8000000,9498044
2015,Chemistry,The Nobel Prize in Chemistry,2015-10-07,Paul Modrich,Paul Modrich,male,1946-06-13,"Raton, NM",USA,North America,922,for mechanistic studies of DNA repair,8000000,9498044
2015,Chemistry,The Nobel Prize in Chemistry,2015-10-07,Aziz Sancar,Aziz Sancar,male,1946-09-08,Savur,Turkey,Asia,923,for mechanistic studies of DNA repair,8000000,9498044
2015,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2015-10-12,Angus Deaton,Angus Deaton,male,1945-10-19,Edinburgh,Scotland,Europe,926,"for his analysis of consumption, poverty, and welfare",8000000,9498044
2015,Literature,The Nobel Prize in Literature,2015-10-08,Svetlana Alexievich,Svetlana Alexievich,female,1948-05-31,Ivano-Frankivsk,Ukraine,Europe,924,"for her polyphonic writings, a monument to suffering and courage in our time",8000000,9498044
2015,Peace,The Nobel Peace Prize,2015-10-09,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,925,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011,8000000,9498044
2015,Physics,The Nobel Prize in Physics,2015-10-06,Takaaki Kajita,Takaaki Kajita,male,1959-03-09,Higashimatsuyama,Japan,Asia,919,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",8000000,9498044
2015,Physics,The Nobel Prize in Physics,2015-10-06,Arthur B. McDonald,Arthur B. McDonald,male,1943-08-29,"Sydney, Nova Scotia",Canada,North America,920,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",8000000,9498044
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2015-10-05,William C. Campbell,William C. Campbell,male,1930-06-28,Ramelton,Ireland,Europe,916,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,8000000,9498044
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2015-10-05,Satoshi Ōmura,Satoshi Ōmura,male,1935-07-12,Yamanashi Prefecture,Japan,Asia,917,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,8000000,9498044
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2015-10-05,Tu Youyou,Tu Youyou,female,1930-12-30,Zhejiang Ningbo,China,Asia,918,for her discoveries concerning a novel therapy against Malaria,8000000,9498044
2016,Chemistry,The Nobel Prize in Chemistry,2016-10-05,Jean-Pierre Sauvage,Jean-Pierre Sauvage,male,1944-10-21,Paris,France,Europe,931,for the design and synthesis of molecular machines,8000000,9403431
2016,Chemistry,The Nobel Prize in Chemistry,2016-10-05,Sir J. Fraser Stoddart,Sir J. Fraser Stoddart,male,1942-05-24,Edinburgh,United Kingdom,Europe,932,for the design and synthesis of molecular machines,8000000,9403431
2016,Chemistry,The Nobel Prize in Chemistry,2016-10-05,Bernard L. Feringa,Bernard L. Feringa,male,1951-05-18,Barger-Compascuum,the Netherlands,Europe,933,for the design and synthesis of molecular machines,8000000,9403431
2016,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2016-10-10,Oliver Hart,Oliver Hart,male,1948-10-09,London,United Kingdom,Europe,935,for their contributions to contract theory,8000000,9403431
2016,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2016-10-10,Bengt Holmström,Bengt Holmström,male,1949-04-18,Helsinki,Finland,Europe,936,for their contributions to contract theory,8000000,9403431
2016,Literature,The Nobel Prize in Literature,2016-10-13,Bob Dylan,Bob Dylan,male,1941-05-24,"Duluth, MN",USA,North America,937,for having created new poetic expressions within the great American song tradition,8000000,9403431
2016,Peace,The Nobel Peace Prize,2016-10-07,Juan Manuel Santos,Juan Manuel Santos,male,1951-08-10,Bogotá,Colombia,South America,934,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,8000000,9403431
2016,Physics,The Nobel Prize in Physics,2016-10-04,David J. Thouless,David J. Thouless,male,1934-09-21,Bearsden,United Kingdom,Europe,928,for theoretical discoveries of topological phase transitions and topological phases of matter,8000000,9403431
2016,Physics,The Nobel Prize in Physics,2016-10-04,F. Duncan M. Haldane,F. Duncan M. Haldane,male,1951-09-14,London,United Kingdom,Europe,929,for theoretical discoveries of topological phase transitions and topological phases of matter,8000000,9403431
2016,Physics,The Nobel Prize in Physics,2016-10-04,J. Michael Kosterlitz,J. Michael Kosterlitz,male,1943-06-22,Aberdeen,United Kingdom,Europe,930,for theoretical discoveries of topological phase transitions and topological phases of matter,8000000,9403431
2016,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2016-10-03,Yoshinori Ohsumi,Yoshinori Ohsumi,male,1945-02-09,Fukuoka,Japan,Asia,927,for his discoveries of mechanisms for autophagy,8000000,9403431
2017,Chemistry,The Nobel Prize in Chemistry,2017-10-04,Jacques Dubochet,Jacques Dubochet,male,1942-06-08,Aigle,Switzerland,Europe,944,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,9000000,10394780
2017,Chemistry,The Nobel Prize in Chemistry,2017-10-04,Joachim Frank,Joachim Frank,male,1940-09-12,Siegen,Germany,Europe,945,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,9000000,10394780
2017,Chemistry,The Nobel Prize in Chemistry,2017-10-04,Richard Henderson,Richard Henderson,male,1945-07-19,Edinburgh,Scotland,Europe,946,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,9000000,10394780
2017,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2017-10-09,Richard H. Thaler,Richard H. Thaler,male,1945-09-12,"East Orange, NJ",USA,North America,949,for his contributions to behavioural economics,9000000,10394780
2017,Literature,The Nobel Prize in Literature,2017-10-05,Kazuo Ishiguro,Kazuo Ishiguro,male,1954-11-08,Nagasaki,Japan,Asia,947,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world",9000000,10394780
2017,Peace,The Nobel Peace Prize,2017-10-06,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,948,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons,9000000,10394780
